,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3442,98443,6,,"Nenets Autonomous Okrug, Russia",1097,,2021-05-13 04:20:51,1087,,4,68.27557185,57.1686375,Russia,Nenets Autonomous Okrug
3443,98442,1571,,"Murmansk Oblast, Russia",50601,,2021-05-13 04:20:51,47853,,1177,68.00004179999999,33.9999151,Russia,Murmansk Oblast
3444,98441,40409,,"Moscow Oblast, Russia",257469,,2021-05-13 04:20:51,211105,,5955,55.50431579999999,38.0353929,Russia,Moscow Oblast
3445,98440,90520,,"Moscow, Russia",1124630,,2021-05-13 04:20:51,1015097,,19013,55.7504461,37.6174943,Russia,Moscow
3446,98439,1860,,"Mordovia Republic, Russia",20414,,2021-05-13 04:20:51,18299,,255,54.4419829,44.4661144,Russia,Mordovia Republic
3447,98438,307,,"Mari El Republic, Russia",13233,,2021-05-13 04:20:51,12693,,233,56.5767504,47.8817512,Russia,Mari El Republic
3448,98437,81,,"Magadan Oblast, Russia",8376,,2021-05-13 04:20:51,8193,,102,62.48858785,153.9903764,Russia,Magadan Oblast
3449,98436,2377,,"Lipetsk Oblast, Russia",30577,,2021-05-13 04:20:51,27515,,685,52.6935178,39.1122664,Russia,Lipetsk Oblast
3450,98435,1468,,"Leningrad Oblast, Russia",43560,,2021-05-13 04:20:51,40829,,1263,60.1853296,32.3925325,Russia,Leningrad Oblast
3451,98434,1302,,"Kursk Oblast, Russia",37247,,2021-05-13 04:20:51,35195,,750,51.6568453,36.4852695,Russia,Kursk Oblast
3452,98433,974,,"Kurgan Oblast, Russia",20761,,2021-05-13 04:20:51,19386,,401,55.7655302,64.5632681,Russia,Kurgan Oblast
3453,98432,2052,,"Krasnoyarsk Krai, Russia",71653,,2021-05-13 04:20:51,65990,,3611,63.3233807,97.0979974,Russia,Krasnoyarsk Krai
3454,98431,2603,,"Krasnodar Krai, Russia",46643,,2021-05-13 04:20:51,41230,,2810,45.7684014,39.0261044,Russia,Krasnodar Krai
3455,98430,2318,,"Kostroma Oblast, Russia",20930,,2021-05-13 04:20:51,18161,,451,58.424756,44.2533273,Russia,Kostroma Oblast
3456,98429,355,,"Komi Republic, Russia",43580,,2021-05-13 04:20:51,42303,,922,63.9881421,54.3326073,Russia,Komi Republic
3457,98428,2254,,"Kirov Oblast, Russia",42859,,2021-05-13 04:20:51,40251,,354,57.9665589,49.4074599,Russia,Kirov Oblast
3458,98427,496,,"Khanty-Mansi Autonomous Okrug, Russia",56591,,2021-05-13 04:20:51,55301,,794,61.0259025,69.0982628,Russia,Khanty-Mansi Autonomous Okrug
3459,98426,381,,"Khakassia Republic, Russia",22600,,2021-05-13 04:20:51,21685,,534,53.72258845,91.44293627,Russia,Khakassia Republic
3460,98425,1659,,"Khabarovsk Krai, Russia",51947,,2021-05-13 04:20:51,49897,,391,51.6312684,136.121524,Russia,Khabarovsk Krai
3461,98424,561,,"Kemerovo Oblast, Russia",35858,,2021-05-13 04:20:51,34610,,687,54.53357809999999,87.342861,Russia,Kemerovo Oblast
3462,98423,1292,,"Karelia Republic, Russia",46207,,2021-05-13 04:20:51,44416,,499,62.61940309999999,33.4920267,Russia,Karelia Republic
3463,98422,200,,"Karachay-Cherkess Republic, Russia",20209,,2021-05-13 04:20:51,19921,,88,43.7368326,41.7267991,Russia,Karachay-Cherkess Republic
3464,98421,426,,"Kamchatka Krai, Russia",14550,,2021-05-13 04:20:51,13893,,231,57.1914882,160.03838190000005,Russia,Kamchatka Krai
3465,98420,1464,,"Kaluga Oblast, Russia",34709,,2021-05-13 04:20:51,32925,,320,54.4382773,35.5272854,Russia,Kaluga Oblast
3466,98419,316,,"Kalmykia Republic, Russia",20573,,2021-05-13 04:20:51,19899,,358,46.2313018,45.3275745,Russia,Kalmykia Republic
3467,98418,1025,,"Kaliningrad Oblast, Russia",32470,,2021-05-13 04:20:51,31000,,445,54.7293041,21.1489473,Russia,Kaliningrad Oblast
3468,98417,349,,"Kabardino-Balkarian Republic, Russia",24017,,2021-05-13 04:20:51,23211,,457,43.4806048,43.5978976,Russia,Kabardino-Balkarian Republic
3469,98416,39,,"Jewish Autonomous Okrug, Russia",4473,,2021-05-13 04:20:51,4297,,137,48.57527615,132.66307460000002,Russia,Jewish Autonomous Okrug
3470,98415,747,,"Ivanovo Oblast, Russia",35147,,2021-05-13 04:20:51,33232,,1168,56.9167446,41.43521370000001,Russia,Ivanovo Oblast
3471,98414,830,,"Irkutsk Oblast, Russia",67686,,2021-05-13 04:20:51,64522,,2334,56.6370122,104.719221,Russia,Irkutsk Oblast
3472,98413,1783,,"Ingushetia Republic, Russia",15566,,2021-05-13 04:20:51,13595,,188,43.11542075,45.01713552,Russia,Ingushetia Republic
3473,98412,922,,"Dagestan Republic, Russia",32877,,2021-05-13 04:20:51,30487,,1468,43.05749160000001,47.1332224,Russia,Dagestan Republic
3474,98411,790,,"Chuvashia Republic, Russia",24828,,2021-05-13 04:20:51,22647,,1391,55.4259922,47.0849429,Russia,Chuvashia Republic
3475,98410,10,,"Chukotka Autonomous Okrug, Russia",750,,2021-05-13 04:20:51,733,,7,66.0006475,169.4900869,Russia,Chukotka Autonomous Okrug
3476,98409,2871,,"Chelyabinsk Oblast, Russia",60110,,2021-05-13 04:20:51,55736,,1503,54.4223954,61.1865846,Russia,Chelyabinsk Oblast
3477,98408,167,,"Chechen Republic, Russia",12113,,2021-05-13 04:20:51,11817,,129,43.39761470000001,45.6985005,Russia,Chechen Republic
3478,98407,373,,"Buryatia Republic, Russia",37452,,2021-05-13 04:20:51,36211,,868,52.7182426,109.492143,Russia,Buryatia Republic
3479,98406,536,,"Bryansk Oblast, Russia",38975,,2021-05-13 04:20:51,38128,,311,52.8873315,33.41585300000001,Russia,Bryansk Oblast
3480,98405,1964,,"Belgorod Oblast, Russia",37616,,2021-05-13 04:20:51,34996,,656,50.7080119,37.5837615,Russia,Belgorod Oblast
3481,98404,1933,,"Bashkortostan Republic, Russia",36497,,2021-05-13 04:20:51,34086,,478,54.8573563,57.1439682,Russia,Bashkortostan Republic
3482,98403,828,,"Astrakhan Oblast, Russia",33393,,2021-05-13 04:20:51,31821,,744,47.1878186,47.608851,Russia,Astrakhan Oblast
3483,98402,2264,,"Arkhangelsk Oblast, Russia",62596,,2021-05-13 04:20:51,59370,,962,63.5589686,43.1221646,Russia,Arkhangelsk Oblast
3484,98401,498,,"Amur Oblast, Russia",22457,,2021-05-13 04:20:51,21671,,288,52.8032368,128.437295,Russia,Amur Oblast
3485,98400,60,,"Altai Republic, Russia",16847,,2021-05-13 04:20:51,16547,,240,50.7114101,86.8572186,Russia,Altai Republic
3486,98399,2899,,"Altai Krai, Russia",50459,,2021-05-13 04:20:51,45418,,2142,52.6932243,82.69314240000001,Russia,Altai Krai
3487,98398,358,,"Adygea Republic, Russia",14522,,2021-05-13 04:20:51,13979,,185,44.6939006,40.1520421,Russia,Adygea Republic
3488,98397,20942,,Romania,1068817,,2021-05-13 04:20:51,1018642,,29233,45.9432,24.9668,Romania,
3489,98396,7197,,Qatar,212124,,2021-05-13 04:20:51,204408,,519,25.3548,51.1839,Qatar,
3490,98395,21874,,Portugal,840493,,2021-05-13 04:20:51,801621,,16998,39.3999,-8.2245,Portugal,
3491,98394,189141,,Poland,2842339,,2021-05-13 04:20:51,2582519,,70679,51.9194,19.1451,Poland,
3492,98393,53214,,Philippines,1118359,,2021-05-13 04:20:51,1046431,,18714,12.879721,121.774017,Philippines,
3493,98392,-1805707,,"Unknown, Peru",7400,,2021-05-13 04:20:51,1812900,,207,0.0,0.0,Peru,Unknown
3494,98391,29569,,"Ucayali, Peru",30522,,2021-05-13 04:20:51,0,,953,-9.621718,-73.444929,Peru,Ucayali
3495,98390,15118,,"Tumbes, Peru",15692,,2021-05-13 04:20:51,0,,574,-3.857496,-80.54525500000003,Peru,Tumbes
3496,98389,23174,,"Tacna, Peru",23951,,2021-05-13 04:20:51,0,,777,-17.644160999999997,-70.27756,Peru,Tacna
3497,98388,40503,,"San Martin, Peru",41744,,2021-05-13 04:20:51,0,,1241,-7.039531,-76.729127,Peru,San Martin
3498,98387,29120,,"Puno, Peru",30017,,2021-05-13 04:20:51,0,,897,-14.995826999999998,-69.922726,Peru,Puno
3499,98386,70127,,"Piura, Peru",73244,,2021-05-13 04:20:51,0,,3117,-5.133361,-80.335861,Peru,Piura
3500,98385,12989,,"Pasco, Peru",13384,,2021-05-13 04:20:51,0,,395,-10.39655,-75.307635,Peru,Pasco
3501,98384,23138,,"Moquegua, Peru",23693,,2021-05-13 04:20:51,0,,555,-16.860271,-70.839046,Peru,Moquegua
3502,98383,12602,,"Madre de Dios, Peru",12834,,2021-05-13 04:20:51,0,,232,-11.972699,-70.53171999999998,Peru,Madre de Dios
3503,98382,37550,,"Loreto, Peru",38945,,2021-05-13 04:20:51,0,,1395,-4.124847,-74.424115,Peru,Loreto
3504,98381,822378,,"Lima, Peru",850650,,2021-05-13 04:20:51,0,,28272,-11.766533,-76.60449799999998,Peru,Lima
3505,98380,49896,,"Lambayeque, Peru",52498,,2021-05-13 04:20:51,0,,2602,-6.353049,-79.824113,Peru,Lambayeque
3506,98379,66411,,"La Libertad, Peru",70348,,2021-05-13 04:20:51,0,,3937,-7.92139,-78.370238,Peru,La Libertad
3507,98378,63464,,"Junin, Peru",65753,,2021-05-13 04:20:51,0,,2289,-11.541783,-74.876968,Peru,Junin
3508,98377,47048,,"Ica, Peru",49956,,2021-05-13 04:20:51,0,,2908,-14.235097,-75.574821,Peru,Ica
3509,98376,29688,,"Huanuco, Peru",30690,,2021-05-13 04:20:51,0,,1002,-9.421676,-76.040642,Peru,Huanuco
3510,98375,13362,,"Huancavelica, Peru",13760,,2021-05-13 04:20:51,0,,398,-13.023888,-75.00277,Peru,Huancavelica
3511,98374,55884,,"Cusco, Peru",57169,,2021-05-13 04:20:51,0,,1285,-13.191068,-72.153609,Peru,Cusco
3512,98373,89722,,"Callao, Peru",93051,,2021-05-13 04:20:51,0,,3329,-11.954609,-77.136042,Peru,Callao
3513,98372,52867,,"Cajamarca, Peru",54214,,2021-05-13 04:20:51,0,,1347,-6.430284,-78.74559599999998,Peru,Cajamarca
3514,98371,26452,,"Ayacucho, Peru",27226,,2021-05-13 04:20:51,0,,774,-14.091648,-74.08344,Peru,Ayacucho
3515,98370,72853,,"Arequipa, Peru",75451,,2021-05-13 04:20:51,0,,2598,-15.843524,-72.475539,Peru,Arequipa
3516,98369,20289,,"Apurimac, Peru",20823,,2021-05-13 04:20:51,0,,534,-14.027713,-72.975378,Peru,Apurimac
3517,98368,62701,,"Ancash, Peru",65498,,2021-05-13 04:20:51,0,,2797,-9.407125,-77.67179499999997,Peru,Ancash
3518,98367,26643,,"Amazonas, Peru",27126,,2021-05-13 04:20:51,0,,483,-5.077253,-78.050172,Peru,Amazonas
3519,98366,45106,,Paraguay,304889,,2021-05-13 04:20:51,252425,,7358,-23.4425,-58.4438,Paraguay,
3520,98365,1952,,Papua New Guinea,12997,,2021-05-13 04:20:51,10915,,130,-6.314993,143.95555,Papua New Guinea,
3521,98364,4601,,Panama,368930,,2021-05-13 04:20:51,358044,,6285,8.538,-80.7821,Panama,
3522,98363,18491,,"Sindh, Pakistan",295483,,2021-05-13 04:20:51,272214,,4778,26.009446,68.77680699999999,Pakistan,Sindh
3523,98362,34779,,"Punjab, Pakistan",323314,,2021-05-13 04:20:51,279268,,9267,30.811346,72.13913199999998,Pakistan,Punjab
3524,98361,8697,,"Khyber Pakhtunkhwa, Pakistan",125914,,2021-05-13 04:20:51,113520,,3697,34.485332,72.09169,Pakistan,Khyber Pakhtunkhwa
3525,98360,9733,,"Islamabad, Pakistan",78725,,2021-05-13 04:20:51,68270,,722,33.665087,73.121219,Pakistan,Islamabad
3526,98359,114,,"Gilgit-Baltistan, Pakistan",5410,,2021-05-13 04:20:51,5189,,107,35.792146,74.982138,Pakistan,Gilgit-Baltistan
3527,98358,1318,,"Balochistan, Pakistan",23728,,2021-05-13 04:20:51,22155,,255,28.328492,65.898403,Pakistan,Balochistan
3528,98357,1920,,"Azad Jammu and Kashmir, Pakistan",18129,,2021-05-13 04:20:51,15699,,510,34.027401,73.947253,Pakistan,Azad Jammu and Kashmir
3529,98356,14174,,Oman,202713,,2021-05-13 04:20:51,186391,,2148,21.512583,55.92325500000001,Oman,
3530,98355,99223,,Norway,117995,,2021-05-13 04:20:51,17998,,774,60.472,8.4689,Norway,
3531,98354,9955,,North Macedonia,154372,,2021-05-13 04:20:51,139266,,5151,41.6086,21.7453,North Macedonia,
3532,98353,7119,,Nigeria,165559,,2021-05-13 04:20:51,156374,,2066,9.082,8.6753,Nigeria,
3533,98352,204,,Niger,5325,,2021-05-13 04:20:51,4929,,192,17.607789,8.081666,Niger,
3534,98351,2677,,Nicaragua,7086,,2021-05-13 04:20:51,4225,,184,12.865416,-85.207229,Nicaragua,
3535,98350,18,,New Zealand,2644,,2021-05-13 04:20:51,2600,,26,-40.9006,174.886,New Zealand,
3536,98349,371381,,"Zuid-Holland, Netherlands",375569,,2021-05-13 04:20:51,0,,4188,51.937835,4.462114,Netherlands,Zuid-Holland
3537,98348,27442,,"Zeeland, Netherlands",27682,,2021-05-13 04:20:51,0,,240,51.47936,3.861559,Netherlands,Zeeland
3538,98347,119575,,"Utrecht, Netherlands",120837,,2021-05-13 04:20:51,0,,1262,52.084251,5.163824,Netherlands,Utrecht
3539,98346,3805,,"Unknown, Netherlands",3819,,2021-05-13 04:20:51,0,,14,0.0,0.0,Netherlands,Unknown
3540,98345,32,,"Sint Maarten, Netherlands",2272,,2021-05-13 04:20:51,2213,,27,18.0425,-63.0548,Netherlands,Sint Maarten
3541,98344,101370,,"Overijssel, Netherlands",102485,,2021-05-13 04:20:51,0,,1115,52.444558,6.441722,Netherlands,Overijssel
3542,98343,261313,,"Noord-Holland, Netherlands",263873,,2021-05-13 04:20:51,0,,2560,52.60090600000001,4.918688,Netherlands,Noord-Holland
3543,98342,251424,,"Noord-Brabant, Netherlands",254524,,2021-05-13 04:20:51,0,,3100,51.561174,5.184942,Netherlands,Noord-Brabant
3544,98341,106104,,"Limburg, Netherlands",107713,,2021-05-13 04:20:51,0,,1609,51.209227,5.93387,Netherlands,Limburg
3545,98340,36630,,"Groningen, Netherlands",36888,,2021-05-13 04:20:51,0,,258,53.217922,6.741514,Netherlands,Groningen
3546,98339,174259,,"Gelderland, Netherlands",176252,,2021-05-13 04:20:51,0,,1993,52.061738,5.939114,Netherlands,Gelderland
3547,98338,40515,,"Friesland, Netherlands",40985,,2021-05-13 04:20:51,0,,470,53.087337,5.7925,Netherlands,Friesland
3548,98337,34765,,"Flevoland, Netherlands",35005,,2021-05-13 04:20:51,0,,240,52.550383,5.515162,Netherlands,Flevoland
3549,98336,31772,,"Drenthe, Netherlands",32122,,2021-05-13 04:20:51,0,,350,52.862485,6.618435000000002,Netherlands,Drenthe
3550,98335,113,,"Curacao, Netherlands",12236,,2021-05-13 04:20:51,12006,,117,12.1696,-68.99,Netherlands,Curacao
3551,98334,18,,"Bonaire, Sint Eustatius and Saba, Netherlands",1583,,2021-05-13 04:20:51,1548,,17,12.1784,-68.2385,Netherlands,"Bonaire, Sint Eustatius and Saba"
3552,98333,97,,"Aruba, Netherlands",10814,,2021-05-13 04:20:51,10613,,104,12.5211,-69.9683,Netherlands,Aruba
3553,98332,101634,,Nepal,422349,,2021-05-13 04:20:51,316463,,4252,28.1667,84.25,Nepal,
3554,98331,2115,,Namibia,50515,,2021-05-13 04:20:51,47698,,702,-22.9576,18.4904,Namibia,
3555,98330,1414,,Mozambique,70287,,2021-05-13 04:20:51,68047,,826,-18.665695,35.529562,Mozambique,
3556,98329,3652,,Morocco,514432,,2021-05-13 04:20:51,501692,,9088,31.7917,-7.0926,Morocco,
3557,98328,1630,,Montenegro,98546,,2021-05-13 04:20:51,95368,,1548,42.708678000000006,19.37439,Montenegro,
3558,98327,9559,,Mongolia,47033,,2021-05-13 04:20:51,37281,,193,46.8625,103.8467,Mongolia,
3559,98326,28,,Monaco,2487,,2021-05-13 04:20:51,2427,,32,43.7333,7.4167,Monaco,
3560,98325,3119,,Moldova,253173,,2021-05-13 04:20:51,244073,,5981,47.4116,28.3699,Moldova,
3561,98324,0,,Micronesia,1,,2021-05-13 04:20:51,1,,0,7.4256,150.5508,Micronesia,
3562,98323,27612,,"Zacatecas, Mexico",30384,,2021-05-13 04:20:51,0,,2772,22.7709,-102.5832,Mexico,Zacatecas
3563,98322,34180,,"Yucatan, Mexico",37939,,2021-05-13 04:20:51,0,,3759,20.7099,-89.0943,Mexico,Yucatan
3564,98321,50627,,"Veracruz, Mexico",60324,,2021-05-13 04:20:51,0,,9697,19.1738,-96.1342,Mexico,Veracruz
3565,98320,-1893236,,"Unknown, Mexico",0,,2021-05-13 04:20:51,1893236,,0,0.0,0.0,Mexico,Unknown
3566,98319,17233,,"Tlaxcala, Mexico",19647,,2021-05-13 04:20:51,0,,2414,19.3139,-98.2404,Mexico,Tlaxcala
3567,98318,52685,,"Tamaulipas, Mexico",57583,,2021-05-13 04:20:51,0,,4898,24.2669,-98.8363,Mexico,Tamaulipas
3568,98317,61967,,"Tabasco, Mexico",66058,,2021-05-13 04:20:51,0,,4091,17.8409,-92.6189,Mexico,Tabasco
3569,98316,67489,,"Sonora, Mexico",74052,,2021-05-13 04:20:51,0,,6563,29.2972,-110.3309,Mexico,Sonora
3570,98315,32210,,"Sinaloa, Mexico",38286,,2021-05-13 04:20:51,0,,6076,25.1721,-107.4795,Mexico,Sinaloa
3571,98314,58047,,"San Luis Potosi, Mexico",63324,,2021-05-13 04:20:51,0,,5277,22.1565,-100.9855,Mexico,San Luis Potosi
3572,98313,21768,,"Quintana Roo, Mexico",24438,,2021-05-13 04:20:51,0,,2670,19.1817,-88.4791,Mexico,Quintana Roo
3573,98312,64200,,"Queretaro, Mexico",68433,,2021-05-13 04:20:51,0,,4233,20.5888,-100.3899,Mexico,Queretaro
3574,98311,72495,,"Puebla, Mexico",84116,,2021-05-13 04:20:51,0,,11621,19.0414,-98.2063,Mexico,Puebla
3575,98310,42942,,"Oaxaca, Mexico",46578,,2021-05-13 04:20:51,0,,3636,17.0732,-96.7266,Mexico,Oaxaca
3576,98309,113796,,"Nuevo Leon, Mexico",123231,,2021-05-13 04:20:51,0,,9435,25.5922,-99.9962,Mexico,Nuevo Leon
3577,98308,10145,,"Nayarit, Mexico",11959,,2021-05-13 04:20:51,0,,1814,21.7514,-104.8455,Mexico,Nayarit
3578,98307,29641,,"Morelos, Mexico",32847,,2021-05-13 04:20:51,0,,3206,18.6813,-99.1013,Mexico,Morelos
3579,98306,42009,,"Michoacan, Mexico",47703,,2021-05-13 04:20:51,0,,5694,19.5665,-101.7068,Mexico,Michoacan
3580,98305,212251,,"Mexico, Mexico",246516,,2021-05-13 04:20:51,0,,34265,19.4969,-99.7233,Mexico,Mexico
3581,98304,74119,,"Jalisco, Mexico",86136,,2021-05-13 04:20:51,0,,12017,20.6595,-103.3494,Mexico,Jalisco
3582,98303,32431,,"Hidalgo, Mexico",38585,,2021-05-13 04:20:51,0,,6154,20.0911,-98.7624,Mexico,Hidalgo
3583,98302,35990,,"Guerrero, Mexico",40372,,2021-05-13 04:20:51,0,,4382,17.4392,-99.5451,Mexico,Guerrero
3584,98301,120514,,"Guanajuato, Mexico",131202,,2021-05-13 04:20:51,0,,10688,21.019,-101.2574,Mexico,Guanajuato
3585,98300,31380,,"Durango, Mexico",33806,,2021-05-13 04:20:51,0,,2426,24.5593,-104.6588,Mexico,Durango
3586,98299,10359,,"Colima, Mexico",11542,,2021-05-13 04:20:51,0,,1183,19.1223,-104.0072,Mexico,Colima
3587,98298,62103,,"Coahuila, Mexico",68340,,2021-05-13 04:20:51,0,,6237,27.0587,-101.7068,Mexico,Coahuila
3588,98297,615122,,"Ciudad de Mexico, Mexico",648011,,2021-05-13 04:20:51,0,,32889,19.4326,-99.1332,Mexico,Ciudad de Mexico
3589,98296,47054,,"Chihuahua, Mexico",53875,,2021-05-13 04:20:51,0,,6821,28.633000000000006,-106.0691,Mexico,Chihuahua
3590,98295,9568,,"Chiapas, Mexico",11125,,2021-05-13 04:20:51,0,,1557,16.7569,-93.1292,Mexico,Chiapas
3591,98294,8514,,"Campeche, Mexico",9722,,2021-05-13 04:20:51,0,,1208,19.8301,-90.5349,Mexico,Campeche
3592,98293,29481,,"Baja California Sur, Mexico",30856,,2021-05-13 04:20:51,0,,1375,26.0444,-111.6661,Mexico,Baja California Sur
3593,98292,40091,,"Baja California, Mexico",48227,,2021-05-13 04:20:51,0,,8136,30.8406,-115.2838,Mexico,Baja California
3594,98291,23870,,"Aguascalientes, Mexico",26266,,2021-05-13 04:20:51,0,,2396,21.8853,-102.2916,Mexico,Aguascalientes
3595,98290,121,,Mauritius,1266,,2021-05-13 04:20:51,1128,,17,-20.348404,57.552152,Mauritius,
3596,98289,315,,Mauritania,18745,,2021-05-13 04:20:51,17973,,457,21.0079,-10.9408,Mauritania,
3597,98288,0,,Marshall Islands,4,,2021-05-13 04:20:51,4,,0,7.1315,171.1845,Marshall Islands,
3598,98287,192,,Malta,30469,,2021-05-13 04:20:51,29860,,417,35.9375,14.3754,Malta,
3599,98286,4529,,Mali,14149,,2021-05-13 04:20:51,9113,,507,17.570692,-3.996166000000001,Mali,
3600,98285,12882,,Maldives,40092,,2021-05-13 04:20:51,27123,,87,3.2028,73.2207,Maldives,
3601,98284,40101,,Malaysia,453222,,2021-05-13 04:20:51,411360,,1761,4.210483999999999,101.975766,Malaysia,
3602,98283,860,,Malawi,34183,,2021-05-13 04:20:51,32170,,1153,-13.2543,34.3015,Malawi,
3603,98282,1891,,Madagascar,39510,,2021-05-13 04:20:51,36881,,738,-18.766947,46.869107,Madagascar,
3604,98281,0,,MS Zaandam,9,,2021-05-13 04:20:51,7,,2,0.0,0.0,MS Zaandam,
3605,98280,2206,,Luxembourg,68748,,2021-05-13 04:20:51,65736,,806,49.8153,6.1296,Luxembourg,
3606,98279,21804,,Lithuania,261128,,2021-05-13 04:20:51,235265,,4059,55.1694,23.8813,Lithuania,
3607,98278,33,,Liechtenstein,2978,,2021-05-13 04:20:51,2887,,58,47.14,9.55,Liechtenstein,
3608,98277,10541,,Libya,180945,,2021-05-13 04:20:51,167322,,3082,26.3351,17.228331,Libya,
3609,98276,67,,Liberia,2114,,2021-05-13 04:20:51,1962,,85,6.4280550000000005,-9.429499,Liberia,
3610,98275,4028,,Lesotho,10774,,2021-05-13 04:20:51,6427,,319,-29.61,28.2336,Lesotho,
3611,98274,36534,,Lebanon,534388,,2021-05-13 04:20:51,490305,,7549,33.8547,35.8623,Lebanon,
3612,98273,8485,,Latvia,125689,,2021-05-13 04:20:51,114981,,2223,56.8796,24.6032,Latvia,
3613,98272,1088,,Laos,1417,,2021-05-13 04:20:51,328,,1,19.85627,102.495496,Laos,
3614,98271,5232,,Kyrgyzstan,99316,,2021-05-13 04:20:51,92409,,1675,41.20438,74.766098,Kyrgyzstan,
3615,98270,13226,,Kuwait,288184,,2021-05-13 04:20:51,273289,,1669,29.31166,47.481766,Kuwait,
3616,98269,5698,,Kosovo,106243,,2021-05-13 04:20:51,98323,,2222,42.602636,20.902977,Kosovo,
3617,98268,7836,,"Korea, South",129633,,2021-05-13 04:20:51,119906,,1891,35.90775700000001,127.766922,"Korea, South",
3618,98267,48312,,Kenya,164386,,2021-05-13 04:20:51,113124,,2950,-0.0236,37.9062,Kenya,
3619,98266,41070,,Kazakhstan,404348,,2021-05-13 04:20:51,359891,,3387,48.0196,66.9237,Kazakhstan,
3620,98265,3848,,Jordan,721853,,2021-05-13 04:20:51,708854,,9151,31.24,36.51,Jordan,
3621,98264,158,,"Yamanashi, Japan",1367,,2021-05-13 04:20:51,1190,,19,35.612364,138.61148899999998,Japan,Yamanashi
3622,98263,435,,"Yamaguchi, Japan",2232,,2021-05-13 04:20:51,1748,,49,34.201190000000004,131.573293,Japan,Yamaguchi
3623,98262,170,,"Yamagata, Japan",1667,,2021-05-13 04:20:51,1459,,38,38.448396,140.102154,Japan,Yamagata
3624,98261,282,,"Wakayama, Japan",2414,,2021-05-13 04:20:51,2100,,32,33.911879,135.505446,Japan,Wakayama
3625,98260,0,,"Unknown, Japan",8,,2021-05-13 04:20:51,8,,0,0.0,0.0,Japan,Unknown
3626,98259,161,,"Toyama, Japan",1450,,2021-05-13 04:20:51,1257,,32,36.637464,137.26934599999998,Japan,Toyama
3627,98258,51,,"Tottori, Japan",407,,2021-05-13 04:20:51,354,,2,35.359069,133.863619,Japan,Tottori
3628,98257,8214,,"Tokyo, Japan",149129,,2021-05-13 04:20:51,139000,,1915,35.711343,139.446921,Japan,Tokyo
3629,98256,248,,"Tokushima, Japan",1526,,2021-05-13 04:20:51,1227,,51,33.919178,134.242091,Japan,Tokushima
3630,98255,325,,"Tochigi, Japan",5692,,2021-05-13 04:20:51,5293,,74,36.689912,139.819213,Japan,Tochigi
3631,98254,568,,"Shizuoka, Japan",7050,,2021-05-13 04:20:51,6353,,129,34.916975,138.40778400000002,Japan,Shizuoka
3632,98253,58,,"Shimane, Japan",413,,2021-05-13 04:20:51,355,,0,35.07076,132.55406399999998,Japan,Shimane
3633,98252,663,,"Shiga, Japan",4313,,2021-05-13 04:20:51,3582,,68,35.21582700000001,136.138064,Japan,Shiga
3634,98251,3002,,"Saitama, Japan",40596,,2021-05-13 04:20:51,36838,,756,35.997101,139.347635,Japan,Saitama
3635,98250,464,,"Saga, Japan",2105,,2021-05-13 04:20:51,1625,,16,33.286977,130.115738,Japan,Saga
3636,98249,177,,"Port Quarantine, Japan",2847,,2021-05-13 04:20:51,2667,,3,0.0,0.0,Japan,Port Quarantine
3637,98248,23603,,"Osaka, Japan",92021,,2021-05-13 04:20:51,66587,,1831,34.620965000000005,135.507481,Japan,Osaka
3638,98247,1301,,"Okinawa, Japan",13419,,2021-05-13 04:20:51,11977,,141,25.768923,126.668016,Japan,Okinawa
3639,98246,1887,,"Okayama, Japan",5443,,2021-05-13 04:20:51,3492,,64,34.89246,133.826252,Japan,Okayama
3640,98245,753,,"Oita, Japan",2590,,2021-05-13 04:20:51,1807,,30,33.200697,131.43323999999998,Japan,Oita
3641,98244,411,,"Niigata, Japan",2698,,2021-05-13 04:20:51,2261,,26,37.521819,138.918647,Japan,Niigata
3642,98243,890,,"Nara, Japan",7037,,2021-05-13 04:20:51,6054,,93,34.317451,135.871644,Japan,Nara
3643,98242,551,,"Nagasaki, Japan",2603,,2021-05-13 04:20:51,2006,,46,33.235712,129.608033,Japan,Nagasaki
3644,98241,279,,"Nagano, Japan",4191,,2021-05-13 04:20:51,3841,,71,36.132134,138.045528,Japan,Nagano
3645,98240,481,,"Miyazaki, Japan",2691,,2021-05-13 04:20:51,2186,,24,32.193203999999994,131.299374,Japan,Miyazaki
3646,98239,564,,"Miyagi, Japan",8484,,2021-05-13 04:20:51,7846,,74,38.446859,140.927086,Japan,Miyagi
3647,98238,512,,"Mie, Japan",4264,,2021-05-13 04:20:51,3657,,95,34.508018,136.376013,Japan,Mie
3648,98237,1842,,"Kyoto, Japan",14082,,2021-05-13 04:20:51,12047,,193,35.253815,135.443341,Japan,Kyoto
3649,98236,905,,"Kumamoto, Japan",5034,,2021-05-13 04:20:51,4044,,85,32.608154,130.74523100000002,Japan,Kumamoto
3650,98235,67,,"Kochi, Japan",1135,,2021-05-13 04:20:51,1048,,20,33.422519,133.367307,Japan,Kochi
3651,98234,2472,,"Kanagawa, Japan",56631,,2021-05-13 04:20:51,53315,,844,35.415312,139.338983,Japan,Kanagawa
3652,98233,505,,"Kagoshima, Japan",2710,,2021-05-13 04:20:51,2175,,30,31.009484000000004,130.430665,Japan,Kagoshima
